"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"year";"time_weeks";"time_weeks_needs_cleaning";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"condition_legacy_arm1";"condition_legacy_arm2";"number_instruments";"number_arms";"is_multiarm";"outcome_rank";"primary";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";"doi";"abstract";"title";"url";"journal";"id_study";".id"
"Amani, 2021";"cbt";"wl";NA;NA;1,30735305055158;0,362515925343984;"msd";"epds";"self-report";10,6;4,2;22;16,8;5,2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;36;NA;NA;NA;NA;NA;16;3,7;27;16,8;4;27;2021;0;"9";"post";"n";"grp";"grp";9;"can";"adul";31,55;1;"com";"cut";"ppd";0;0;"1";1;2;NA;NA;1;2;0;10;1;NA;NA;NA;NA;NA;NA;"Amani, B., Merza, D., Savoy, C., Streiner, D., Bieling, P., Ferro, M. A., & Van Lieshout, R. J. (2021, Nov 9). Peer-Delivered Cognitive-Behavioral Therapy for Postpartum Depression: A Randomized Controlled Trial. J Clin Psychiatry, 83(1). https://doi.org/10.4088/JCP.21m13928 
";NA;NA;NA;NA;NA;"Amani, 2021";"Amani_2021_cbt_wl_NA_NA_msd_epds_self-report_0_post"
"Ammerman, 2013";"cbt";"cau";NA;NA;0,943988689018691;0,218830635007238;"msd";"bdi-2";"self-report";12,7;15,44;47;26,51;13,49;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,11;9,9;47;34,54;10,04;46;2013;0;"3 month";"post";"n";"ind";"ind";11;"us";"yadul";21,9;1;"oth";"mdd";"ppd";0;1;"sr";1;3;"cbt+cau";"cau";4;2;0;2;0;NA;NA;NA;NA;NA;NA;"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.";101016;"Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.";"A clinical trial of in-home CBT for depressed mothers in home visitation";"http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca";"Behav Ther";"Ammerman, 2013";"Ammerman_2013_cbt_cau_NA_NA_msd_bdi-2_self-report_0_post"
"Ammerman, 2013";"cbt";"cau";NA;NA;0,881879726267443;0,217409637550158;"msd";"epds";"self-report";9,49;7,35;47;15,26;5,47;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,77;3,96;47;19,22;4,07;46;2013;0;"3 month";"post";"n";"ind";"ind";11;"us";"yadul";21,9;1;"oth";"mdd";"ppd";0;1;"sr";1;3;"cbt+cau";"cau";4;2;0;10;0;NA;NA;NA;NA;NA;NA;"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.";101016;"Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.";"A clinical trial of in-home CBT for depressed mothers in home visitation";"http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca";"Behav Ther";"Ammerman, 2013";"Ammerman_2013_cbt_cau_NA_NA_msd_epds_self-report_0_post"
"Ammerman, 2013";"cbt";"cau";NA;NA;0,781053760453317;0,21529149814921;"msd";"hdrs";"clinician";8,71;7,86;47;15,05;8,24;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,87;4,37;47;21,96;4,4;46;2013;0;"3 month";"post";"n";"ind";"ind";11;"us";"yadul";21,9;1;"oth";"mdd";"ppd";0;1;"1";1;3;"cbt+cau";"cau";4;2;0;1;1;NA;NA;NA;NA;NA;NA;"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.";101016;"Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.";"A clinical trial of in-home CBT for depressed mothers in home visitation";"http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca";"Behav Ther";"Ammerman, 2013";"Ammerman_2013_cbt_cau_NA_NA_msd_hdrs_clinician_0_post"
"Andersson, 2005";"cbt";"other ctr";NA;NA;0,954452252023103;0,231609833417168;"msd";"bdi-1";"self-report";12,2;6,8;36;19,5;8,1;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,5;6,7;36;20,9;8,5;49;2005;0;"6 month";"post";"n";"gsh";"gsh";5;"eu";"adul";36,34;0,74;"com";"cut";"adul";1;1;"sr";0;3;"i-cbt";"control";2;2;0;2;1;NA;NA;NA;NA;NA;NA;"Andersson G, BergstrÃ¶m J, HollÃ¤ndare F, Carlbring P, Kaldo V, Ekselius L. Internet-based self-help for depression: Randomised controlled trial. British Journal of Psychiatry. 2005;187(5):456-61.";101192;"BACKGROUND: Major depression can be treated by means of cognitive-behavioural therapy, but as skilled therapists are in short supply there is a need for self-help approaches. Many individuals with depression use the internet for discussion of symptoms and to share their experience. AIMS: To investigate the effects of an internet-administered self-help programme including participation in a monitored, web-based discussion group, compared with participation in web-based discussion group only. METHOD: A randomised controlled trial was conducted to compare the effects of internet-based cognitive-behavioural therapy with minimal therapist contact (plus participation in a discussion group) with the effects of participation in a discussion group only. RESULTS: Internet-based therapy with minimal therapist contact, combined with activity in a discussion group, resulted in greater reductions of depressive symptoms compared with activity in a discussion group only (waiting-list control group). At 6 months' follow-up, improvement was maintained to a large extent. CONCLUSIONS: Internet-delivered cognitive cognitive-behavioural therapy should be pursued further as a complement or treatment alternative for mild-to-moderate depression.";"Internet-based self-help for depression: randomised controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/572/CN-00531572/frame.html and http://bjp.rcpsych.org/content/bjprcpsych/187/5/456.full.pdf";"British journal of psychiatry";"Andersson, 2005";"Andersson_2005_cbt_otherctr_NA_NA_msd_bdi-1_self-report_0_post"
"Andersson, 2005";"cbt";"other ctr";NA;NA;0,789966088247678;0,227868952098286;"msd";"madrs-s";"self-report";12,7;8,3;36;19;7,6;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,1;5,7;36;21,6;7,2;49;2005;0;"6 month";"post";"n";"gsh";"gsh";5;"eu";"adul";36,34;0,74;"com";"cut";"adul";1;1;"sr";0;3;"i-cbt";"control";2;2;0;99;0;NA;NA;NA;NA;NA;NA;"Andersson G, BergstrÃ¶m J, HollÃ¤ndare F, Carlbring P, Kaldo V, Ekselius L. Internet-based self-help for depression: Randomised controlled trial. British Journal of Psychiatry. 2005;187(5):456-61.";101192;"BACKGROUND: Major depression can be treated by means of cognitive-behavioural therapy, but as skilled therapists are in short supply there is a need for self-help approaches. Many individuals with depression use the internet for discussion of symptoms and to share their experience. AIMS: To investigate the effects of an internet-administered self-help programme including participation in a monitored, web-based discussion group, compared with participation in web-based discussion group only. METHOD: A randomised controlled trial was conducted to compare the effects of internet-based cognitive-behavioural therapy with minimal therapist contact (plus participation in a discussion group) with the effects of participation in a discussion group only. RESULTS: Internet-based therapy with minimal therapist contact, combined with activity in a discussion group, resulted in greater reductions of depressive symptoms compared with activity in a discussion group only (waiting-list control group). At 6 months' follow-up, improvement was maintained to a large extent. CONCLUSIONS: Internet-delivered cognitive cognitive-behavioural therapy should be pursued further as a complement or treatment alternative for mild-to-moderate depression.";"Internet-based self-help for depression: randomised controlled trial";"http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/572/CN-00531572/frame.html and http://bjp.rcpsych.org/content/bjprcpsych/187/5/456.full.pdf";"British journal of psychiatry";"Andersson, 2005";"Andersson_2005_cbt_otherctr_NA_NA_msd_madrs-s_self-report_0_post"
"Araya, 2021";"bat";"cau";"Lima";"cau";0,395725691602631;0,109735001466973;"response (50%)";"phq-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"at least a 50% reduction from baseline PHQ-9";108;70;217;215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021;0;"18";"post";"n";"gsh";"gsh";18;"oth";"adul";57;0,85;"clin";"cut";"med";1;1;"1";1;4;NA;NA;1;3;1;4;1;0,424376659662064;0,119522030703131;108;70;217;215;"Araya, R., Menezes, P. R., Claro, H. G., Brandt, L. R., Daley, K. L., Quayle, J., Diez-Canseco, F., Peters, T. J., Vera Cruz, D., Toyama, M., Aschar, S., Hidalgo-Padilla, L., Martins, H., Cavero, V., Rocha, T., Scotton, G., de Almeida Lopes, I. F., Begale, M., Mohr, D. C., & Miranda, J. J. (2021, May 11). Effect of a Digital Intervention on Depressive Symptoms in Patients With Comorbid Hypertension or Diabetes in Brazil and Peru: Two Randomized Clinical Trials. Jama, 325(18), 1852-1862. https://doi.org/10.1001/jama.2021.4348 
";NA;NA;NA;NA;NA;"Araya, 2021";"Araya_2021_bat_cau_Lima_cau_response(50%)_phq-9_self-report_0_post"
"Araya, 2021";"bat";"cau";"Sao Paulo";"cau";0,265099475177847;0,0811923132832991;"response (50%)";"phq-9";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"at least a 50% reduction from baseline PHQ-9";159;114;440;440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021;0;"18";"post";"n";"gsh";"gsh";18;"oth";"adul";57;0,85;"clin";"cut";"med";1;1;"1";1;4;NA;NA;1;3;1;4;1;0,332705753825736;0,102546494114657;159;114;440;440;"Araya, R., Menezes, P. R., Claro, H. G., Brandt, L. R., Daley, K. L., Quayle, J., Diez-Canseco, F., Peters, T. J., Vera Cruz, D., Toyama, M., Aschar, S., Hidalgo-Padilla, L., Martins, H., Cavero, V., Rocha, T., Scotton, G., de Almeida Lopes, I. F., Begale, M., Mohr, D. C., & Miranda, J. J. (2021, May 11). Effect of a Digital Intervention on Depressive Symptoms in Patients With Comorbid Hypertension or Diabetes in Brazil and Peru: Two Randomized Clinical Trials. Jama, 325(18), 1852-1862. https://doi.org/10.1001/jama.2021.4348 
";NA;NA;NA;NA;NA;"Araya, 2021";"Araya_2021_bat_cau_SaoPaulo_cau_response(50%)_phq-9_self-report_0_post"
"Arean, 1993";"pst";"wl";"pst (pst)";"wl";2,37239782562441;0,421695125276536;"msd";"hdrs";"clinician";8,8;6,3;19;22;4,5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,2;5,7;19;22,4;5,5;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"1";0;1;"pst";"wlc";4;3;1;1;1;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_pst_wl_pst(pst)_wl_msd_hdrs_clinician_0_post"
"Arean, 1993";"pst";"wl";"pst (pst)";"wl";0,848818280888214;0,335048577904621;"msd";"gds";"self-report";13,6;6,6;19;18,4;4,3;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,8;4,8;19;17;5,1;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"sr";0;1;"pst";"wlc";4;3;1;7;0;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_pst_wl_pst(pst)_wl_msd_gds_self-report_0_post"
"Arean, 1993";"pst";"wl";"pst (pst)";"wl";0,834853376156667;0,334579465596538;"msd";"bdi-1";"self-report";15,7;6,9;19;21,2;6;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,7;5,2;19;23;4,3;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"sr";0;1;"pst";"wlc";4;3;1;2;0;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_pst_wl_pst(pst)_wl_msd_bdi-1_self-report_0_post"
"Arean, 1993";"lrt";"wl";"lrt (rt)";"wl";0,533161285826018;0,297951106025864;"msd";"hdrs";"clinician";17,6;9,9;28;22;4,5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,3;6,1;28;22,4;5,5;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"1";0;1;"rt";"wlc";4;3;1;1;1;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_lrt_wl_lrt(rt)_wl_msd_hdrs_clinician_0_post"
"Arean, 1993";"lrt";"wl";"lrt (rt)";"wl";0,513498639401802;0,297579031653704;"msd";"bdi-1";"self-report";16,9;9,5;28;21,2;6;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,6;6,5;28;23;4,3;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"sr";0;1;"rt";"wlc";4;3;1;2;0;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_lrt_wl_lrt(rt)_wl_msd_bdi-1_self-report_0_post"
"Arean, 1993";"lrt";"wl";"lrt (rt)";"wl";0,316900148925312;0,294610840638208;"msd";"gds";"self-report";16,5;6,8;28;18,4;4,3;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,2;6,6;28;17;5,1;20;1993;0;"3 month";"post";"n";"grp";"grp";12;"us";"old";66,49;0,75;"com";"mdd";"old";0;0;"sr";0;1;"rt";"wlc";4;3;1;7;0;NA;NA;NA;NA;NA;NA;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.";NA;"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.";"Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults";"http://psycnet.apa.org/journals/ccp/61/6/1003/";"J Consult Clin Psychol";"Arean, 1993";"Arean_1993_lrt_wl_lrt(rt)_wl_msd_gds_self-report_0_post"
